ANO;NOME_SALA;REGISTRO_ANCINE;MUNICIPIO;UF;STATUS
2014;CINERITZ CAMPOS 1;5001997;CAMPOS DOS GOYTACAZES;RJ;FECHADA
2014;CINERITZ CAMPOS 2;5002000;CAMPOS DOS GOYTACAZES;RJ;FECHADA
2014;CINERITZ CAMPOS 3;5001998;CAMPOS DOS GOYTACAZES;RJ;FECHADA
2014;CINERITZ CAMPOS 4;5002001;CAMPOS DOS GOYTACAZES;RJ;FECHADA
2014;CINERITZ CAMPOS 5;5001999;CAMPOS DOS GOYTACAZES;RJ;FECHADA
2014;CINERITZ CAMPOS 6;5002002;CAMPOS DOS GOYTACAZES;RJ;FECHADA
2014;CINERITZ GUARAPARI 1;5002010;GUARAPARI;ES;ABERTA
2014;CINERITZ GUARAPARI 2;5002011;GUARAPARI;ES;ABERTA
2014;CINERITZ GUARAPARI 3;5001574;GUARAPARI;ES;ABERTA
2014;CINERITZ JARDINS SALA 01;5001995;VITÓRIA;ES;ABERTA
2014;CINERITZ JARDINS SALA 02;5001996;VITÓRIA;ES;ABERTA
2014;CINERITZ NORTE SUL 1;5001664;VITÓRIA;ES;FECHADA
2014;CINERITZ NORTE SUL 2;5001665;VITÓRIA;ES;FECHADA
2014;CINERITZ NORTE SUL 3;5001666;VITÓRIA;ES;FECHADA
2014;CINERITZ NORTE SUL 4;5001667;VITÓRIA;ES;FECHADA
2014;CINES CENTERS 1;5000455;PORTO ALEGRE;RS;FECHADA
2014;CINES CENTERS 2;5000456;PORTO ALEGRE;RS;FECHADA
2014;CINES CENTERS 3;5000457;PORTO ALEGRE;RS;FECHADA
2014;CINES CENTERS 4;5000458;PORTO ALEGRE;RS;FECHADA
2014;CINESERCLA LARANJEIRAS SALA 01;5002276;SERRA;ES;FECHADA
2014;CINESERCLA LARANJEIRAS SALA 02;5002290;SERRA;ES;FECHADA
2014;CINESERCLA LARANJEIRAS SALA 03;5002291;SERRA;ES;FECHADA
2014;CINESERCLA LARANJEIRAS SALA 04;5002292;SERRA;ES;FECHADA
2014;CINESERCLA NILÓPOLIS SQUARE SALA 01;5002318;NILÓPOLIS;RJ;ABERTA
2014;CINESERCLA NILÓPOLIS SQUARE SALA 02;5002319;NILÓPOLIS;RJ;ABERTA
2014;CINESERCLA NILÓPOLIS SQUARE SALA 03;5002317;NILÓPOLIS;RJ;ABERTA
2014;CINESERCLA OSASCO 01;5003536;OSASCO;SP;ABERTA
2014;CINESERCLA OSASCO 02;5003604;OSASCO;SP;ABERTA
2014;CINESERCLA OSASCO 03;5003605;OSASCO;SP;ABERTA
2014;CINESERCLA OSASCO 04;5003606;OSASCO;SP;ABERTA
2014;CINESERCLA PÁTIO ITAGUAÍ SALA 01;5003016;ITAGUAÍ;RJ;ABERTA
2014;CINESERCLA PÁTIO ITAGUAÍ SALA 02;5003018;ITAGUAÍ;RJ;ABERTA
2014;CINESERCLA PÁTIO ITAGUAÍ SALA 03;5003015;ITAGUAÍ;RJ;ABERTA
2014;CINESERCLA PÁTIO ITAGUAÍ SALA 04;5003017;ITAGUAÍ;RJ;ABERTA
2014;CINESERCLA SHOPPING MONTSERRAT SALA 01;5004768;SERRA;ES;ABERTA
2014;CINESERCLA SHOPPING MONTSERRAT SALA 02;5004764;SERRA;ES;ABERTA
2014;CINESERCLA SHOPPING MONTSERRAT SALA 03;5004767;SERRA;ES;ABERTA
2014;CINESERCLA SHOPPING MONTSERRAT SALA 04;5004765;SERRA;ES;ABERTA
2014;CINESERCLA SHOPPING MONTSERRAT SALA 05;5004766;SERRA;ES;ABERTA
2014;CINESERCLA SHOPPING TAMBIÁ SALA 1;5001825;JOÃO PESSOA;PB;ABERTA
2014;CINESERCLA SHOPPING TAMBIÁ SALA 2;5001826;JOÃO PESSOA;PB;ABERTA
2014;CINESERCLA SHOPPING TAMBIÁ SALA 3;5001827;JOÃO PESSOA;PB;ABERTA
2014;CINESERCLA SHOPPING TAMBIÁ SALA 4;5001828;JOÃO PESSOA;PB;ABERTA
2014;CINESERCLA SHOPPING TAMBIÁ SALA 5;5002611;JOÃO PESSOA;PB;ABERTA
2014;CINESERCLA SHOPPING TAMBIÁ SALA 6;5002612;JOÃO PESSOA;PB;ABERTA
2014;CINESERCLA TEIXEIRA DE FREITAS SALA 01;5004949;TEIXEIRA DE FREITAS;BA;ABERTA
2014;CINESERCLA TEIXEIRA DE FREITAS SALA 02;5004950;TEIXEIRA DE FREITAS;BA;ABERTA
2014;CINESERCLA TEIXEIRA DE FREITAS SALA 03;5004951;TEIXEIRA DE FREITAS;BA;ABERTA
2014;CINESERCLA TEIXEIRA DE FREITAS SALA 04;5004952;TEIXEIRA DE FREITAS;BA;ABERTA
2014;CINESIM 1;5002490;SÃO JOSÉ DOS PINHAIS;PR;ABERTA
2014;CINESIM 2;5002487;SÃO JOSÉ DOS PINHAIS;PR;ABERTA
2014;CINESIM 3;5002489;SÃO JOSÉ DOS PINHAIS;PR;ABERTA
2014;CINESIM 4;5002488;SÃO JOSÉ DOS PINHAIS;PR;ABERTA
2014;CINESIM 5;5002486;SÃO JOSÉ DOS PINHAIS;PR;ABERTA
2014;CINESPAÇO FLORIANÓPOLIS 1;5003087;FLORIANÓPOLIS;SC;ABERTA
2014;CINESPAÇO FLORIANÓPOLIS 2;5003086;FLORIANÓPOLIS;SC;ABERTA
2014;CINESPAÇO FLORIANÓPOLIS 3;5003085;FLORIANÓPOLIS;SC;ABERTA
2014;CINESPAÇO FLORIANÓPOLIS 4;5003084;FLORIANÓPOLIS;SC;ABERTA
2014;CINESPAÇO FLORIANÓPOLIS 5;5003088;FLORIANÓPOLIS;SC;ABERTA
2014;CINESPAÇO GRANJA VIANNA 1;5003276;COTIA;SP;ABERTA
2014;CINESPAÇO GRANJA VIANNA 2;5003272;COTIA;SP;ABERTA
2014;CINESPAÇO GRANJA VIANNA 3;5003271;COTIA;SP;ABERTA
2014;CINESPAÇO GRANJA VIANNA 4;5003270;COTIA;SP;ABERTA
2014;CINESPAÇO GRANJA VIANNA 5;5003275;COTIA;SP;ABERTA
2014;CINESPAÇO GRANJA VIANNA 6;5003274;COTIA;SP;ABERTA
2014;CINESPAÇO GRANJA VIANNA SALA 7 IMAX;5003273;COTIA;SP;ABERTA
2014;CINESPAÇO JOÃO PESSOA 01;5003001;JOÃO PESSOA;PB;ABERTA
2014;CINESPAÇO JOÃO PESSOA 02;5003002;JOÃO PESSOA;PB;ABERTA
2014;CINESPAÇO JOÃO PESSOA 03;5003003;JOÃO PESSOA;PB;ABERTA
2014;CINESPAÇO JOÃO PESSOA 4;5003004;JOÃO PESSOA;PB;ABERTA
2014;CINESPAÇO NOVO HAMBURGO 1;5002954;NOVO HAMBURGO;RS;ABERTA
2014;CINESPAÇO NOVO HAMBURGO 2;5002956;NOVO HAMBURGO;RS;ABERTA
2014;CINESPAÇO NOVO HAMBURGO 3;5002957;NOVO HAMBURGO;RS;ABERTA
2014;CINESPAÇO NOVO HAMBURGO 4;5002955;NOVO HAMBURGO;RS;ABERTA
2014;CINESPAÇO NOVO HAMBURGO 5;5004284;NOVO HAMBURGO;RS;ABERTA
2014;CINESPAÇO SÃO GONÇALO 1;5003111;SÃO GONÇALO;RJ;ABERTA
2014;CINESPAÇO SÃO GONÇALO 2;5003131;SÃO GONÇALO;RJ;ABERTA
2014;CINESPAÇO SÃO GONÇALO 3;5003132;SÃO GONÇALO;RJ;ABERTA
2014;CINESPAÇO SÃO GONÇALO 4;5003129;SÃO GONÇALO;RJ;ABERTA
2014;CINESPAÇO SÃO GONÇALO 5;5003130;SÃO GONÇALO;RJ;ABERTA
2014;CINESPAÇO SÃO GONÇALO 6;5003128;SÃO GONÇALO;RJ;ABERTA
2014;CINESPAÇO VILLAGGIO 1;5002989;SOROCABA;SP;ABERTA
2014;CINESPAÇO VILLAGGIO 2;5002992;SOROCABA;SP;ABERTA
2014;CINESPAÇO VILLAGGIO 3;5002990;SOROCABA;SP;ABERTA
2014;CINESPAÇO VILLAGGIO 4;5002991;SOROCABA;SP;ABERTA
2014;CINESPAÇO WALLIG 1;5003537;PORTO ALEGRE;RS;ABERTA
2014;CINESPAÇO WALLIG 2;5003538;PORTO ALEGRE;RS;ABERTA
2014;CINESPAÇO WALLIG 3;5003539;PORTO ALEGRE;RS;ABERTA
2014;CINESPAÇO WALLIG 4;5003540;PORTO ALEGRE;RS;ABERTA
2014;CINESPAÇO WALLIG 5;5003541;PORTO ALEGRE;RS;ABERTA
2014;CINESPAÇO WALLIG 6;5003542;PORTO ALEGRE;RS;ABERTA
2014;CINESPAÇO WALLIG 7;5003543;PORTO ALEGRE;RS;ABERTA
2014;CINESPAÇO WALLIG IMAX;5004285;PORTO ALEGRE;RS;ABERTA
2014;CINESYSTEM AMERICAS 01;5004997;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM AMERICAS 02;5004998;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM AMERICAS 03;5004999;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM AMERICAS 04;5005000;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM AMERICAS 05;5005001;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM AMERICAS 06;5005002;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM AMERICAS 07;5005003;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM BANGU 01;5002131;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM BANGU 02;5002130;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM BANGU 03;5002133;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM BANGU 04;5002129;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM BANGU 05;5002134;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM BANGU 06;5002132;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM CINEMAS 1;5001650;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM CINEMAS 2;5001651;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM CINEMAS 3;5001652;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM CINEMAS 4;5001653;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM CINEMAS 5;5004572;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM IMPERIAL SHOPPING - SALA 1;5003596;IMPERATRIZ;MA;ABERTA
2014;CINESYSTEM IMPERIAL SHOPPING - SALA 2;5003600;IMPERATRIZ;MA;ABERTA
2014;CINESYSTEM IMPERIAL SHOPPING - SALA 3;5003599;IMPERATRIZ;MA;ABERTA
2014;CINESYSTEM IMPERIAL SHOPPING - SALA 4;5003598;IMPERATRIZ;MA;ABERTA
2014;CINESYSTEM IMPERIAL SHOPPING - SALA 5;5003597;IMPERATRIZ;MA;ABERTA
2014;CINESYSTEM PARANAGUÁ SALA 01;5001916;PARANAGUÁ;PR;ABERTA
2014;CINESYSTEM PARANAGUÁ SALA 02;5001917;PARANAGUÁ;PR;ABERTA
2014;CINESYSTEM RIO ANIL SHOPPING - SALA 1;5002852;SÃO LUÍS;MA;ABERTA
2014;CINESYSTEM RIO ANIL SHOPPING - SALA 2;5002855;SÃO LUÍS;MA;ABERTA
2014;CINESYSTEM RIO ANIL SHOPPING - SALA 3;5002853;SÃO LUÍS;MA;ABERTA
2014;CINESYSTEM RIO ANIL SHOPPING - SALA 4;5002851;SÃO LUÍS;MA;ABERTA
2014;CINESYSTEM RIO ANIL SHOPPING - SALA 5;5002854;SÃO LUÍS;MA;ABERTA
2014;CINESYSTEM RIO ANIL SHOPPING - SALA 6;5002850;SÃO LUÍS;MA;ABERTA
2014;CINESYSTEM S SULACAP 01;5005004;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM S SULACAP 02;5005005;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM S SULACAP 03;5005006;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM S SULACAP 04;5005007;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM S SULACAP 05;5005008;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM S SULACAP 06;5005009;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM S SULACAP 07;5005010;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM SHOPPING CIDADE SALA 01;5002162;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING CIDADE SALA 02;5002163;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING CIDADE SALA 03;5002164;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING CIDADE SALA 04;5002165;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING CIDADE SALA 05;5002166;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING TOTAL SALA 01;5001624;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING TOTAL SALA 02;5001625;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING TOTAL SALA 03;5001626;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING TOTAL SALA 04;5001627;CURITIBA;PR;ABERTA
2014;CINESYSTEM SHOPPING TOTAL SALA 05;5001628;CURITIBA;PR;ABERTA
2014;CINESYSTEM VIA BRASIL 1;5003040;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM VIA BRASIL 2;5003043;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM VIA BRASIL 3;5003042;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM VIA BRASIL 4;5003041;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM VIA BRASIL 5;5003039;RIO DE JANEIRO;RJ;ABERTA
2014;CINESYSTEM VIA BRASIL 6;5003044;RIO DE JANEIRO;RJ;ABERTA
2014;CINEVIP RONDON PLAZA SHOPPING SALA 01;5002400;RONDONÓPOLIS;MT;ABERTA
2014;CINEVIP RONDON PLAZA SHOPPING SALA 02;5002402;RONDONÓPOLIS;MT;ABERTA
2014;CINEVIP RONDON PLAZA SHOPPING SALA 03;5002401;RONDONÓPOLIS;MT;ABERTA
2014;CINÉPOLIS NORTE SUL PLAZA 01;5003392;CAMPO GRANDE;MS;ABERTA
2014;CINÉPOLIS NORTE SUL PLAZA 02;5003393;CAMPO GRANDE;MS;ABERTA
2014;CINÉPOLIS NORTE SUL PLAZA 03;5003394;CAMPO GRANDE;MS;ABERTA
2014;CINÉPOLIS NORTE SUL PLAZA 04;5003395;CAMPO GRANDE;MS;ABERTA
2014;CINÉPOLIS NORTE SUL PLAZA 05;5003396;CAMPO GRANDE;MS;ABERTA
2014;CINÉPOLIS NORTE SUL PLAZA 06;5003397;CAMPO GRANDE;MS;ABERTA
2014;CINÉPOLIS NORTE SUL PLAZA 07;5003398;CAMPO GRANDE;MS;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 01 - VIP;5004380;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 02 - VIP;5004382;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 03 - VIP;5004384;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 04;5004381;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 05;5004383;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 06;5004385;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 07;5004387;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 08;5004389;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 09;5004386;SÃO LUÍS;MA;ABERTA
2014;CINÉPOLIS SÃO LUIS SALA 10;5004388;SÃO LUÍS;MA;ABERTA
2014;CIRCUITO 01;5002569;GUARULHOS;SP;ABERTA
2014;CIRCUITO 02;5002571;GUARULHOS;SP;ABERTA
2014;CIRCUITO 03;5002573;GUARULHOS;SP;ABERTA
2014;CIRCUITO 04;5002570;GUARULHOS;SP;ABERTA
2014;CIRCUITO 05;5002572;GUARULHOS;SP;ABERTA
2014;CIRCUITO 06;5002568;GUARULHOS;SP;ABERTA
2014;CIRCUITO CINEMAS JND-SALA 01;5004883;JANDIRA;SP;ABERTA
2014;CIRCUITO CINEMAS JND-SALA 02;5004884;JANDIRA;SP;ABERTA
2014;CIRCUITO CINEMAS MRG- SALA 01;5004885;MARINGÁ;PR;ABERTA
2014;CIRCUITO CINEMAS MRG- SALA 02;5004886;MARINGÁ;PR;ABERTA
2014;CIRCUITO CINEMAS MRG- SALA 03;5004887;MARINGÁ;PR;ABERTA
2014;CIRCUITO CINEMAS PBAS- SALA 01;5004879;PARAUAPEBAS;PA;ABERTA
2014;CIRCUITO CINEMAS PBAS- SALA 02;5004880;PARAUAPEBAS;PA;ABERTA
2014;CIRCUITO CINEMAS PBAS- SALA 03;5004881;PARAUAPEBAS;PA;ABERTA
2014;CIRCUITO CINEMAS PBAS- SALA 04;5004882;PARAUAPEBAS;PA;ABERTA
2014;CIRCUITO CINEMAS PFZ - SALA 01;5004888;PORTO FELIZ;SP;ABERTA
2014;CIRCUITO CINEMAS PFZ- SALA 02;5004889;PORTO FELIZ;SP;ABERTA
2014;CIRCUITO CINEMAS PFZ- SALA 03;5004890;PORTO FELIZ;SP;ABERTA
2014;CM CINEMAS ARARUAMA 01;5003013;ARARUAMA;RJ;ABERTA
2014;CM CINEMAS ARARUAMA 02;5004280;ARARUAMA;RJ;ABERTA
2014;CM CINEMAS RIO DAS OSTRAS SALA 01;5003644;RIO DAS OSTRAS;RJ;ABERTA
2014;CM CINEMAS RIO DAS OSTRAS SALA 02;5005293;RIO DAS OSTRAS;RJ;ABERTA
2014;CONTINENTE 01;5003579;SÃO JOSÉ;SC;ABERTA
2014;CONTINENTE 02;5003580;SÃO JOSÉ;SC;ABERTA
2014;CONTINENTE 03;5003581;SÃO JOSÉ;SC;ABERTA
2014;CONTINENTE 04;5003582;SÃO JOSÉ;SC;ABERTA
2014;CONTINENTE 05;5003583;SÃO JOSÉ;SC;ABERTA
2014;CONTINENTE 06;5003584;SÃO JOSÉ;SC;ABERTA
2014;CONTINENTE 07;5003585;SÃO JOSÉ;SC;ABERTA
2014;CONTINENTE 08;5003586;SÃO JOSÉ;SC;ABERTA
2014;COSMÓPOLIS PLAZA 1;5001205;COSMÓPOLIS;SP;FECHADA
2014;COSMÓPOLIS PLAZA 2;5001227;COSMÓPOLIS;SP;FECHADA
2014;COSMÓPOLIS PLAZA 3;5001228;COSMÓPOLIS;SP;FECHADA
2014;CPM PLAZA AVENIDA SHOPPING SALA 01;5004687;SÃO JOSÉ DO RIO PRETO;SP;ABERTA
2014;CPM PLAZA AVENIDA SHOPPING SALA 02;5004688;SÃO JOSÉ DO RIO PRETO;SP;ABERTA
2014;CPM PLAZA AVENIDA SHOPPING SALA 03;5004689;SÃO JOSÉ DO RIO PRETO;SP;ABERTA
2014;CPM PLAZA AVENIDA SHOPPING SALA 04;5004690;SÃO JOSÉ DO RIO PRETO;SP;ABERTA
2014;CPM PLAZA AVENIDA SHOPPING SALA 05;5004691;SÃO JOSÉ DO RIO PRETO;SP;ABERTA
2014;CPM PLAZA AVENIDA SHOPPING SALA 06;5004692;SÃO JOSÉ DO RIO PRETO;SP;ABERTA
2014;CPM PLAZA AVENIDA SHOPPING SALA 07;5004693;SÃO JOSÉ DO RIO PRETO;SP;ABERTA
2014;DELLA GIUSTINA 1;5000421;CRICIÚMA;SC;FECHADA
2014;DELLA GIUSTINA 2;5000422;CRICIÚMA;SC;FECHADA
2014;DELPASSEO 1;5000392;FORTALEZA;CE;FECHADA
2014;DELPASSEO 2;5000393;FORTALEZA;CE;FECHADA
2014;DIAMOND 1;5002420;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND 2;5002457;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND 3;5002458;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND 4;5002459;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND 5;5002460;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND 6;5002461;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND MALL 1;5001408;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND MALL 2;5001409;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND MALL 3;5000830;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND MALL 4;5000831;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND MALL 5;5000832;BELO HORIZONTE;MG;FECHADA
2014;DIAMOND MALL 6;5000833;BELO HORIZONTE;MG;FECHADA
2014;DOURADOS AVENIDA CENTER I;5001897;DOURADOS;MS;ABERTA
2014;DOURADOS AVENIDA CENTER II;5001898;DOURADOS;MS;ABERTA
2014;DOURADOS AVENIDA CENTER III;5001899;DOURADOS;MS;ABERTA
2014;DOWTOWN 1;5000702;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 10;5000711;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 11;5000712;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 12;5000713;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 2;5000703;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 3;5000704;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 4;5000705;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 5;5000706;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 6;5000707;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 7;5000708;RIO DE JANEIRO;RJ;ABERTA
2014;DOWTOWN 8;5000709;RIO DE JANEIRO;RJ;FECHADA TEMPORARIAMENTE
2014;DOWTOWN 9;5000710;RIO DE JANEIRO;RJ;ABERTA
2014;DRAGÃO 1;5001452;FORTALEZA;CE;FECHADA
2014;DRAGÃO 2;5001453;FORTALEZA;CE;FECHADA
2014;DUO CINE SANTA CRUZ 1;5001777;JUIZ DE FORA;MG;ABERTA
2014;DUO CINE SANTA CRUZ 2;5001778;JUIZ DE FORA;MG;ABERTA
2014;EDNALDO BOTELHO;5004426;IBICARAÍ;BA;ABERTA
2014;ELDORADO 01;5001948;SÃO PAULO;SP;ABERTA
2014;ELDORADO 02;5001945;SÃO PAULO;SP;ABERTA
2014;ELDORADO 03;5001949;SÃO PAULO;SP;ABERTA
2014;ELDORADO 04;5001943;SÃO PAULO;SP;ABERTA
2014;ELDORADO 05;5001947;SÃO PAULO;SP;ABERTA
2014;ELDORADO 06;5001944;SÃO PAULO;SP;ABERTA
2014;ELDORADO 07;5001950;SÃO PAULO;SP;ABERTA
2014;ELDORADO 08;5001946;SÃO PAULO;SP;ABERTA
2014;ELDORADO 09;5001942;SÃO PAULO;SP;ABERTA
2014;ESPAÇO CINEMAX 1;5001842;ITABIRA;MG;ABERTA
2014;ESPAÇO CINEMAX 2;5001843;ITABIRA;MG;ABERTA
2014;ESPAÇO FAROL DE CINEMA 01;5001974;TUBARÃO;SC;FECHADA
2014;ESPAÇO FAROL DE CINEMA 02;5001972;TUBARÃO;SC;FECHADA
2014;ESPAÇO FAROL DE CINEMA 03;5001973;TUBARÃO;SC;FECHADA
2014;ESPAÇO FAROL DE CINEMA 04;5001971;TUBARÃO;SC;FECHADA
2014;ESPAÇO FAROL DE CINEMA 1;5004289;TUBARÃO;SC;ABERTA
2014;ESPAÇO FAROL DE CINEMA 2;5004290;TUBARÃO;SC;ABERTA
2014;ESPAÇO FAROL DE CINEMA 3;5004291;TUBARÃO;SC;ABERTA
2014;ESPAÇO FAROL DE CINEMA 4;5004292;TUBARÃO;SC;ABERTA
2014;ESPAÇO ITAU BOTAFOGO 1;5003459;RIO DE JANEIRO;RJ;ABERTA
2014;ESPAÇO ITAU BOTAFOGO 2;5003460;RIO DE JANEIRO;RJ;ABERTA
2014;ESPAÇO ITAU BOTAFOGO 3;5003461;RIO DE JANEIRO;RJ;ABERTA
2014;ESPAÇO ITAU BOTAFOGO 4;5003462;RIO DE JANEIRO;RJ;ABERTA
2014;ESPAÇO ITAU BOTAFOGO 5;5003463;RIO DE JANEIRO;RJ;ABERTA
2014;ESPAÇO ITAU BOTAFOGO 6;5003464;RIO DE JANEIRO;RJ;ABERTA
2014;ESPAÇO ITAU CONTRY 3;5000861;PORTO ALEGRE;RS;ABERTA
2014;ESPAÇO ITAU COUNTRY 1;5000859;PORTO ALEGRE;RS;ABERTA
2014;ESPAÇO ITAU COUNTRY 2;5000860;PORTO ALEGRE;RS;ABERTA
2014;ESPAÇO ITAU COUNTRY 4;5000862;PORTO ALEGRE;RS;ABERTA
2014;ESPAÇO ITAU COUNTRY 5;5000863;PORTO ALEGRE;RS;ABERTA
2014;ESPAÇO ITAU COUNTRY 6;5000864;PORTO ALEGRE;RS;ABERTA
2014;ESPAÇO ITAU COUNTRY 7;5000865;PORTO ALEGRE;RS;ABERTA
2014;ESPAÇO ITAU COUNTRY 8;5000866;PORTO ALEGRE;RS;ABERTA
2014;ESPAÇO ITAU CURITIBA 1;5000910;CURITIBA;PR;ABERTA
2014;ESPAÇO ITAU CURITIBA 2;5000911;CURITIBA;PR;ABERTA
2014;ESPAÇO ITAU CURITIBA 3;5000912;CURITIBA;PR;ABERTA
2014;ESPAÇO ITAU CURITIBA 4;5000913;CURITIBA;PR;ABERTA
2014;ESPAÇO ITAU CURITIBA 5;5000914;CURITIBA;PR;ABERTA
2014;ESPAÇO ITAU DE CINEMA 1;5001834;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU DE CINEMA 2;5001835;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU DE CINEMA 3;5001836;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU DE CINEMA 4;5001832;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 1;5001133;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 2;5001134;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 3;5001135;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 4;5001136;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 5;5001137;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 6;5001138;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 7;5001139;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 8;5001140;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAU FREI CANECA 9;5001141;SÃO PAULO;SP;ABERTA
2014;ESPAÇO ITAÚ DE CINEMA BRASILIA 01;5003411;BRASÍLIA;DF;ABERTA
2014;ESPAÇO ITAÚ DE CINEMA BRASILIA 02;5003412;BRASÍLIA;DF;ABERTA
2014;ESPAÇO ITAÚ DE CINEMA BRASILIA 03;5003413;BRASÍLIA;DF;ABERTA
2014;ESPAÇO ITAÚ DE CINEMA BRASILIA 04;5003414;BRASÍLIA;DF;ABERTA
2014;ESPAÇO ITAÚ DE CINEMA BRASILIA 05;5003415;BRASÍLIA;DF;ABERTA
2014;ESPAÇO ITAÚ DE CINEMA BRASILIA 06;5003416;BRASÍLIA;DF;ABERTA
2014;ESPAÇO ITAÚ DE CINEMA BRASILIA 07;5003417;BRASÍLIA;DF;ABERTA
2014;ESPAÇO ITAÚ DE CINEMA BRASILIA 8;5003418;BRASÍLIA;DF;ABERTA
2014;ESPAÇO IYAU DE CINEMA 5;5001833;SÃO PAULO;SP;ABERTA
